bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,price
6,2.1975945017182132,439.51890034364266,986.2542955326461,1.5,0,0,4,4,1930,231599.99999999997
5,1.5117399157134257,302.34798314268517,1053.582179409994,2.5,0,0,1,1,2019,218500.0
6,2.0202507232401157,404.05014464802315,1065.5737704918033,3.0,0,0,2,1,1983,234100.00000000003
6,3.371313672922252,674.2627345844504,1069.7050938337802,2.5,0,3,1,3,1964,327600.0
6,3.2731958762886597,654.639175257732,936.0824742268042,1.0,1,1,4,3,1953,347600.0
6,3.425531914893617,685.1063829787234,1079.787234042553,1.5,0,0,4,8,1950,366100.0
6,3.5531914893617023,710.6382978723404,1148.936170212766,2.5,0,2,1,13,1955,335000.0
6,3.4739454094292803,694.789081885856,1019.8511166253102,2.0,0,1,2,11,1994,373600.0
6,3.1792792792792794,635.8558558558559,1034.2342342342342,2.0,0,0,5,7,1982,389500.0
6,3.55858310626703,711.716621253406,994.550408719346,1.0,0,1,5,8,1927,391100.0
5,2.7651673640167362,553.0334728033472,1096.234309623431,2.5,0,2,1,7,1924,337300.0
6,3.0636743215031315,612.7348643006263,987.473903966597,2.5,0,4,3,7,1930,295200.0
6,2.8676716917922946,573.534338358459,1000.0,3.0,0,2,2,2,2014,292300.0
6,3.815749235474006,763.1498470948012,1030.5810397553516,1.0,0,0,5,5,1971,411500.0
6,3.2230320699708455,644.6064139941691,1008.7463556851312,1.0,0,4,2,8,1945,311500.0
6,3.0625,612.5,987.9032258064516,2.5,0,1,1,7,2008,325900.0
3,4.0,833.5051546391753,1082.4742268041236,2.0,0,1,1,6,1933,392600.0
6,3.2336343115124153,646.726862302483,1038.3747178329572,1.5,0,4,2,8,1901,319300.0
6,3.3061357702349867,661.2271540469974,1028.7206266318537,1.5,0,3,5,10,1913,333300.0
5,3.4894736842105263,697.8947368421052,968.421052631579,3.0,0,3,1,1,1997,335200.0
5,3.765402843601896,753.0805687203791,1056.8720379146919,2.0,0,0,2,5,2010,351200.0
5,3.328996282527881,665.7992565055762,1007.4349442379182,3.0,0,0,4,9,1939,368900.0
6,3.488593155893536,697.7186311787073,1003.8022813688212,2.5,0,1,3,4,1966,365900.0
6,3.491477272727273,698.2954545454546,1028.4090909090908,1.0,0,1,3,6,1973,366700.0
6,3.77,754.0,1068.0,1.0,0,4,3,8,1950,362800.0
6,2.8076923076923075,561.5384615384615,730.7692307692307,3.0,0,2,3,8,1917,483300.0
6,3.392857142857143,678.5714285714286,951.4285714285714,1.0,0,0,4,10,1979,331400.0
6,3.4788732394366195,695.7746478873239,1023.4741784037558,1.5,0,0,4,1,1911,323500.0
6,2.566123188405797,513.2246376811594,1096.0144927536232,1.0,0,3,3,2,2003,216699.99999999997
6,2.3141683778234086,462.8336755646817,1098.5626283367556,3.0,0,1,5,11,2001,233100.0
6,3.1004464285714284,620.0892857142857,946.4285714285714,1.0,1,0,4,2,1979,296400.0
6,3.199675324675325,639.9350649350649,1087.6623376623374,2.0,0,0,5,2,1910,273700.0
6,2.372826086956522,474.5652173913044,1010.8695652173914,1.0,0,0,3,3,1948,227700.0
6,2.5918367346938775,518.3673469387755,1052.1541950113378,1.5,0,1,4,3,1933,199600.0
6,2.641747572815534,528.3495145631068,1050.485436893204,2.5,0,0,5,13,1992,239800.0
6,2.976470588235294,595.2941176470588,997.0588235294118,1.0,0,3,5,12,2001,270100.0
6,2.825335892514395,565.0671785028791,1028.7907869481764,3.0,0,3,1,11,1918,302100.0
6,2.2145969498910674,442.9193899782135,1058.8235294117646,3.0,0,2,4,4,1917,269500.0
6,3.363849765258216,672.7699530516431,1075.1173708920187,1.5,0,1,5,5,1919,314700.0
6,3.8513157894736842,770.2631578947369,1057.8947368421052,2.5,0,2,5,2,1945,390100.0
6,4.0,897.2868217054264,1131.7829457364342,2.5,0,1,4,1,1997,410300.0
6,3.7996941896024463,759.9388379204893,957.1865443425077,1.5,0,2,2,13,1969,352400.0
6,2.91015625,582.03125,929.6875,2.0,0,4,2,4,1954,287300.0
6,3.997159090909091,799.4318181818181,1036.931818181818,1.5,0,3,4,6,1949,348700.0
6,2.1666666666666665,433.3333333333333,1138.7163561076604,2.5,0,2,3,7,1927,243800.00000000003
6,2.537142857142857,507.4285714285714,960.0,2.0,0,3,4,8,1940,211500.00000000003
6,2.1383196721311477,427.66393442622956,1045.081967213115,2.0,0,1,5,11,2016,218400.00000000003
6,2.425675675675676,485.13513513513516,969.1119691119691,3.0,0,1,1,10,1936,269900.0
6,2.1633199464524764,432.6639892904953,1117.8045515394913,1.0,0,0,3,11,2001,218800.00000000003
6,2.0295566502463056,405.9113300492611,1049.2610837438424,2.0,0,2,5,13,1945,225000.0
6,1.6371191135734071,327.4238227146814,1096.9529085872575,2.0,0,4,3,6,1978,250000.0
6,1.7808716707021792,356.17433414043586,1135.5932203389832,1.5,0,2,1,1,1954,171400.0
5,1.5963777490297542,319.27554980595085,1117.7231565329885,3.0,1,4,2,8,1964,193800.0
5,1.902097902097902,380.4195804195804,1146.8531468531469,2.5,0,2,3,7,1994,125000.0
6,1.941304347826087,388.2608695652174,1143.4782608695652,2.0,0,4,1,2,2005,97500.0
6,1.6045918367346939,320.9183673469388,959.1836734693877,1.0,0,2,5,13,1914,125000.0
6,1.8443526170798898,368.87052341597797,1077.1349862258953,3.0,0,0,2,2,1905,138800.0
6,1.5451197053406998,309.02394106813995,1116.022099447514,2.0,0,1,2,5,1906,116700.0
6,1.8198757763975155,363.9751552795031,1004.6583850931677,2.0,0,1,5,6,1955,151800.0
6,2.1842105263157894,436.84210526315786,1000.0,2.0,0,1,2,2,1971,127000.0
6,2.292507204610951,458.50144092219017,1074.9279538904898,1.0,0,1,4,5,1966,128600.0
6,2.3671641791044777,473.43283582089555,1188.0597014925374,3.0,0,0,5,9,1965,140600.0
6,1.8465703971119134,369.3140794223827,1061.3718411552347,3.0,0,4,1,5,1906,182700.0
6,2.3190661478599224,463.8132295719845,1124.5136186770428,1.0,0,3,5,8,2001,146900.0
6,2.248129675810474,449.6259351620948,1047.3815461346635,2.5,0,3,4,8,1968,122800.0
6,2.0960118168389954,419.2023633677991,1106.351550960118,2.0,0,3,2,11,1926,169300.0
6,2.1048387096774195,420.9677419354839,989.247311827957,2.5,0,4,2,3,1905,126600.0
6,2.0280612244897958,405.61224489795916,1056.1224489795918,3.0,0,0,3,11,1918,127899.99999999999
6,2.103614457831325,420.72289156626505,1156.6265060240964,2.5,0,0,3,11,1937,123500.00000000001
6,2.2357142857142858,447.14285714285717,1067.857142857143,1.5,0,3,2,3,2018,111900.0
6,2.4220146222583265,484.4029244516653,1091.795288383428,1.0,0,1,4,4,1958,112799.99999999999
6,2.1638349514563107,432.7669902912621,958.7378640776699,2.0,0,2,5,6,1959,107900.0
6,1.8992395437262357,379.84790874524714,1003.8022813688212,1.0,0,1,5,3,1908,137500.0
6,1.8881748071979434,377.63496143958866,1107.969151670951,2.0,0,4,1,5,1956,105500.0
6,2.264026402640264,452.80528052805283,1303.6303630363036,2.5,0,1,1,5,1947,95500.0
6,2.005952380952381,401.1904761904762,1071.4285714285713,2.0,0,2,3,10,2003,116100.0
6,2.277310924369748,455.4621848739496,1053.2212885154063,1.5,1,3,2,4,1976,112200.00000000001
6,1.5909090909090908,318.1818181818182,781.8181818181819,2.5,0,3,1,10,1990,75000.0
6,1.8739837398373984,374.7967479674797,1048.780487804878,2.0,0,4,3,3,1955,112500.0
6,1.986784140969163,397.3568281938326,1044.0528634361233,1.5,0,0,3,9,1954,125000.0
4,1.7551775147928994,351.03550295857985,1152.3668639053255,1.5,0,4,4,5,1981,114999.99999999999
6,1.4166666666666667,283.33333333333337,927.536231884058,2.0,0,0,5,7,1927,95000.0
6,2.194980694980695,438.996138996139,1162.162162162162,2.5,0,0,3,7,1945,96400.0
6,2.101092896174863,420.21857923497265,1125.6830601092895,1.0,0,3,1,9,1923,72000.0
6,1.873015873015873,374.6031746031746,1158.7301587301588,1.5,0,2,4,5,1996,71300.0
6,2.023474178403756,404.6948356807512,1009.3896713615022,1.5,0,0,3,10,1996,80800.0
6,2.0125786163522013,402.5157232704403,1111.111111111111,2.5,0,2,3,11,1960,128800.0
6,1.6210045662100456,324.2009132420091,1077.6255707762557,2.0,0,3,5,8,2018,112500.0
6,1.9333333333333333,386.6666666666667,1011.7647058823529,2.5,0,2,4,8,1976,119400.0
6,1.5579227696404794,311.5845539280959,1098.5352862849534,2.0,0,0,2,2,1994,118100.0
6,2.4723032069970845,494.4606413994169,1154.518950437318,3.0,0,4,3,9,1956,122500.00000000001
6,2.682648401826484,536.5296803652968,990.8675799086758,1.0,0,4,1,4,2009,106300.0
6,2.239961759082218,447.9923518164436,1097.5143403441682,1.0,0,2,3,8,1953,132500.0
6,2.1785714285714284,435.71428571428567,1035.7142857142858,3.0,1,2,2,12,1925,122700.00000000001
6,2.527173913043478,505.4347826086956,1081.5217391304348,2.0,0,2,4,3,1959,113300.0
6,2.733455882352941,546.6911764705882,1154.4117647058822,2.0,0,1,3,1,2000,109500.0
6,2.499270072992701,499.8540145985402,1007.2992700729928,3.0,0,0,1,6,2001,164700.0
6,1.9538461538461538,390.7692307692308,974.3589743589744,3.0,0,0,4,1,2018,125000.0
6,2.2447817836812143,448.95635673624287,1091.0815939278937,2.0,0,1,1,11,1953,124700.00000000001
6,2.1533018867924527,430.66037735849056,1061.3207547169811,2.0,0,2,2,5,1983,136700.0
6,2.3133535660091047,462.67071320182094,1078.907435508346,1.0,0,4,3,10,1920,141700.0
5,2.411764705882353,482.35294117647055,1105.8823529411766,3.0,0,0,1,6,1976,150000.0
6,2.642123287671233,528.4246575342465,1051.3698630136987,1.5,0,3,5,2,1976,138800.0
6,2.2906976744186047,458.13953488372096,1079.4573643410852,3.0,0,2,4,13,1917,139200.0
6,2.260362694300518,452.07253886010363,1059.5854922279793,2.5,0,4,4,5,2012,143800.0
6,2.158405172413793,431.6810344827586,1077.5862068965519,1.0,0,1,2,12,1974,156500.0
6,2.2623318385650224,452.4663677130045,1002.2421524663677,2.5,0,4,4,7,2006,151000.0
6,3.3461538461538463,669.2307692307693,1096.7032967032967,2.0,0,1,1,6,1964,273000.0
6,2.8861940298507465,577.2388059701493,1093.2835820895523,1.5,0,2,1,9,1906,217099.99999999997
6,2.4922096317280453,498.4419263456091,1007.0821529745042,2.0,0,4,4,8,1992,187100.0
6,3.0441176470588234,608.8235294117646,1041.1764705882354,2.0,0,2,5,12,1982,239600.0
6,2.621031746031746,524.2063492063492,1043.6507936507937,2.5,0,4,2,4,1928,229700.00000000003
6,3.5588235294117645,711.7647058823529,1088.235294117647,2.0,0,3,1,6,1948,257300.0
6,2.9186746987951806,583.7349397590361,1027.1084337349396,2.0,0,4,4,8,1917,246900.0
6,2.630434782608696,526.0869565217391,1059.782608695652,1.0,0,1,3,7,1958,179900.0
6,2.25531914893617,451.063829787234,1089.3617021276596,1.0,1,1,1,3,1904,169600.0
6,2.5576441102756893,511.5288220551379,1015.0375939849625,2.0,0,0,4,10,1979,203300.0
6,3.2725631768953067,654.5126353790613,978.3393501805054,3.0,0,4,3,1,2008,263400.0
6,2.9933920704845813,598.6784140969163,993.3920704845815,2.5,0,4,4,9,1915,231800.0
5,2.3497757847533634,469.9551569506727,1137.5186846038864,2.5,0,1,2,7,1945,140500.0
6,2.31025641025641,462.051282051282,1176.923076923077,2.0,0,4,5,1,1945,126000.0
6,2.1,420.0,928.5714285714286,2.5,0,1,5,10,1964,122000.0
6,1.65071283095723,330.142566191446,920.570264765784,2.0,0,0,1,6,1916,134700.0
6,2.231012658227848,446.2025316455696,1124.4725738396623,3.0,0,0,1,6,1909,139400.0
6,2.105208333333333,421.04166666666663,1100.0,3.0,0,0,4,4,1971,115399.99999999999
6,1.9674868189806678,393.4973637961336,892.7943760984183,2.0,0,0,3,6,1990,137300.0
6,2.7453531598513012,549.0706319702603,1115.2416356877325,2.5,0,0,3,2,1966,137000.0
6,2.1551020408163266,431.0204081632653,914.2857142857142,1.5,1,0,3,9,1918,142600.0
6,1.8326530612244898,366.53061224489795,995.9183673469387,2.0,0,1,4,10,2017,137500.0
6,2.4327868852459016,486.55737704918033,1163.934426229508,1.5,1,0,2,5,1938,111700.0
6,2.090909090909091,418.1818181818182,1130.2211302211304,1.0,0,4,4,2,1919,126800.0
6,1.8278008298755186,365.5601659751037,1029.045643153527,1.0,0,0,5,1,1978,111300.0
6,1.8296296296296297,365.9259259259259,844.4444444444445,2.5,0,0,1,2,2010,114799.99999999999
6,2.018181818181818,403.6363636363636,1075.0,1.5,0,4,1,10,2012,102299.99999999999
6,1.694949494949495,338.989898989899,1038.3838383838383,1.0,0,0,2,9,1973,131900.0
6,2.0826972010178118,416.5394402035623,1178.117048346056,3.0,0,1,2,5,1990,119100.0
6,2.3666666666666667,473.3333333333333,1046.6666666666667,3.0,0,4,2,3,2010,80600.0
6,2.156934306569343,431.38686131386856,1262.773722627737,1.5,0,3,4,7,1950,80600.0
6,2.5,500.0,1026.8456375838925,1.0,0,4,5,10,1982,88800.0
6,2.351966873706004,470.3933747412008,1031.0559006211179,1.5,0,3,3,9,2015,102400.0
6,1.7429378531073447,348.58757062146896,1059.322033898305,1.0,0,3,3,2,2010,98700.0
6,1.8357400722021662,367.14801444043326,1184.115523465704,3.0,0,4,3,13,1902,100000.0
6,1.7718631178707225,354.3726235741445,965.7794676806084,1.5,0,0,1,5,1962,92300.0
6,2.503724394785847,500.7448789571694,1111.7318435754191,3.0,0,1,2,12,1911,94800.0
6,2.268328445747801,453.66568914956014,1217.008797653959,1.5,0,3,4,10,2016,102000.0
6,2.7186761229314422,543.7352245862885,1047.2813238770686,2.5,0,4,3,13,1967,158400.0
6,2.3297872340425534,465.95744680851067,1061.1702127659576,2.5,0,2,1,2,2018,121600.0
6,2.4695767195767195,493.9153439153439,1066.137566137566,1.0,0,4,1,1,2004,129099.99999999999
6,2.510330578512397,502.06611570247935,1037.190082644628,2.0,0,2,3,12,1997,121400.0
6,2.199745547073791,439.94910941475825,1053.4351145038167,3.0,1,0,5,1,1936,102800.0
6,3.0535714285714284,610.7142857142857,1071.4285714285713,3.0,0,1,3,8,1988,160000.0
6,2.552941176470588,510.5882352941176,1007.0588235294118,2.0,0,2,2,9,1957,143900.0
6,2.792565947242206,558.5131894484413,1067.146282973621,3.0,0,2,2,11,1913,151200.0
6,3.3226666666666667,664.5333333333333,1106.6666666666667,3.0,0,2,5,5,1971,164400.0
6,2.978319783197832,595.6639566395663,1075.880758807588,2.0,1,4,4,7,2003,156500.0
6,1.5106382978723405,302.1276595744681,659.5744680851063,1.5,0,2,2,7,1907,225000.0
6,2.8301435406698565,566.0287081339713,980.8612440191388,2.5,0,4,2,2,2013,174200.0
6,2.8157894736842106,563.1578947368421,1015.7894736842105,1.0,0,2,5,9,1930,166900.0
6,2.7003058103975537,540.0611620795107,1015.2905198776758,2.0,1,2,1,1,1969,163500.0
6,2.910377358490566,582.0754716981132,896.2264150943397,1.5,0,4,5,8,1934,252999.99999999997
6,3.296728971962617,659.3457943925234,1088.785046728972,2.0,1,2,2,3,2010,240700.0
6,3.2051671732522795,641.0334346504559,1176.2917933130698,2.0,0,0,1,13,1948,208100.0
6,2.400390625,480.078125,949.21875,1.0,0,1,3,13,1982,198100.0
6,2.373134328358209,474.6268656716418,1079.6019900497513,1.0,1,3,5,10,1966,172800.0
6,3.088345864661654,617.6691729323309,984.9624060150376,2.0,0,3,2,6,1990,336700.0
6,3.4743589743589745,694.8717948717949,1000.0,2.5,0,4,5,1,1921,318200.0
4,3.5320121951219514,706.4024390243903,1024.3902439024391,1.5,1,3,2,10,2012,285800.0
4,3.794753086419753,758.9506172839506,978.395061728395,3.0,0,4,5,13,2009,293000.0
4,3.264361972547026,652.8723945094052,1041.1794611082867,1.0,0,4,1,5,1914,371000.0
6,2.853932584269663,570.7865168539325,973.7827715355805,2.5,0,3,1,10,2000,157300.0
6,2.3655761024182076,473.1152204836415,1061.1664295874823,2.0,0,2,5,5,1935,135300.0
6,2.4385749385749387,487.7149877149877,1081.081081081081,3.0,0,3,2,4,1973,136700.0
6,2.890845070422535,578.169014084507,1133.8028169014085,1.0,0,0,1,12,1965,160700.0
6,2.4668508287292816,493.3701657458563,977.9005524861877,2.5,0,4,1,2,1942,140600.0
6,2.6983471074380163,539.6694214876032,1057.8512396694216,1.5,0,2,1,5,1953,144000.0
6,2.8807339449541285,576.1467889908257,995.4128440366973,1.5,0,1,4,12,1969,161900.0
6,2.713888888888889,542.7777777777778,1077.7777777777778,1.5,0,1,5,10,1982,156300.0
6,3.0260416666666665,605.2083333333333,1033.8541666666667,2.0,0,3,2,6,1994,176000.0
6,2.5047468354430378,500.9493670886076,1104.4303797468353,3.0,0,4,3,10,1925,145800.0
6,2.5031055900621118,500.62111801242236,1062.111801242236,1.5,0,3,1,11,2010,141900.0
6,2.6814159292035398,536.2831858407079,1179.2035398230087,2.0,0,4,5,9,1962,90700.0
